trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2186,False,"{'a': 0.001, 'e': 0.11247773365428958}",25,15,11.837117538450952,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2187,False,"{'a': 0.001, 'e': 0.11236531214076052}",25,16,17.432840102553474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2188,False,"{'a': 0.001, 'e': 0.11225300299255297}",25,12,26.450112167739523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2189,False,"{'a': 0.001, 'e': 0.11214080609735771}",25,4,23.166778040695462,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
2190,False,"{'a': 0.001, 'e': 0.11202872134297796}",20,16,7.211800018678858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2191,False,"{'a': 0.001, 'e': 0.11191674861732888}",20,16,6.115925473480182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2192,False,"{'a': 0.001, 'e': 0.11180488780843774}",25,11,24.84233894366129,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2193,False,"{'a': 0.001, 'e': 0.11169313880444368}",30,16,22.381150327132094,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2194,False,"{'a': 0.001, 'e': 0.11158150149359779}",25,17,17.13811622081748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2195,False,"{'a': 0.001, 'e': 0.11146997576426268}",25,15,19.31607875362166,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2196,False,"{'a': 0.001, 'e': 0.11135856150491262}",20,13,12.266960203007939,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2197,False,"{'a': 0.001, 'e': 0.1112472586041333}",30,14,18.242816003202595,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2198,False,"{'a': 0.001, 'e': 0.1111360669506219}",25,2,34.86339201311585,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2199,False,"{'a': 0.001, 'e': 0.11102498643318673}",25,19,12.009061427313796,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2200,False,"{'a': 0.001, 'e': 0.11091401694074722}",20,16,9.996348148408915,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2201,False,"{'a': 0.001, 'e': 0.11080315836233387}",30,18,12.47090265696645,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2202,False,"{'a': 0.001, 'e': 0.11069241058708815}",25,11,25.010175168681787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2203,False,"{'a': 0.001, 'e': 0.11058177350426224}",25,9,29.063646857815428,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2204,False,"{'a': 0.001, 'e': 0.11047124700321906}",30,2,-1.5284806306635654,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 1}",1
2205,False,"{'a': 0.001, 'e': 0.11036083097343202}",20,6,27.127324616118486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2206,False,"{'a': 0.001, 'e': 0.11025052530448522}",20,11,16.770547427706195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2207,False,"{'a': 0.001, 'e': 0.1101403298860729}",20,16,9.200334075045989,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2208,False,"{'a': 0.001, 'e': 0.11003024460799965}",30,18,1.4404968921902421,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
2209,False,"{'a': 0.001, 'e': 0.10992026936018012}",20,0,24.944098750247267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2210,False,"{'a': 0.001, 'e': 0.10981040403263917}",25,10,11.455515981720676,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
2211,False,"{'a': 0.001, 'e': 0.10970064851551141}",20,0,29.002191508640966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2212,False,"{'a': 0.001, 'e': 0.10959100269904129}",20,9,17.932682833799817,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2213,False,"{'a': 0.001, 'e': 0.10948146647358296}",35,21,13.729945344330233,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2214,False,"{'a': 0.001, 'e': 0.10937203972960027}",25,5,-9.011053870986595,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
2215,False,"{'a': 0.001, 'e': 0.10926272235766643}",30,13,16.463677711734448,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2216,False,"{'a': 0.001, 'e': 0.10915351424846406}",20,10,19.899620966087674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2217,False,"{'a': 0.001, 'e': 0.10904441529278498}",20,0,28.930709431313232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2218,False,"{'a': 0.001, 'e': 0.10893542538153032}",20,11,5.489975806849097,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2219,False,"{'a': 0.001, 'e': 0.10882654440571013}",20,8,19.975821293979465,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2220,False,"{'a': 0.001, 'e': 0.10871777225644341}",20,0,-24.60950752014803,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
2221,False,"{'a': 0.001, 'e': 0.10860910882495796}",20,6,-1.3318776690131058,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
2222,False,"{'a': 0.001, 'e': 0.10850055400259043}",25,1,30.435528357830183,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
2223,False,"{'a': 0.001, 'e': 0.10839210768078596}",20,7,11.509360831964257,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2224,False,"{'a': 0.001, 'e': 0.10828376975109819}",30,13,22.86980253693837,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2225,False,"{'a': 0.001, 'e': 0.10817554010518914}",20,14,4.204619318342375,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2226,False,"{'a': 0.001, 'e': 0.10806741863482926}",25,13,22.22778632121741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2227,False,"{'a': 0.001, 'e': 0.10795940523189702}",30,8,-2.417164209201373,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2228,False,"{'a': 0.001, 'e': 0.10785149978837902}",25,10,25.627643754584366,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2229,False,"{'a': 0.001, 'e': 0.10774370219636975}",20,9,18.024552577360716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2230,False,"{'a': 0.001, 'e': 0.10763601234807169}",35,13,38.03739817543725,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2231,False,"{'a': 0.001, 'e': 0.10752843013579495}",25,17,6.731247180518578,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2232,False,"{'a': 0.001, 'e': 0.10742095545195732}",20,11,1.755978497363284,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
2233,False,"{'a': 0.001, 'e': 0.10731358818908403}",25,11,25.129294221711504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2234,False,"{'a': 0.001, 'e': 0.10720632823980793}",20,5,18.67318521144192,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2235,False,"{'a': 0.001, 'e': 0.107099175496869}",20,10,20.668064124238185,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2236,False,"{'a': 0.001, 'e': 0.10699212985311449}",30,20,21.08140351931747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2237,False,"{'a': 0.001, 'e': 0.1068851912014987}",20,5,26.668147418741885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2238,False,"{'a': 0.001, 'e': 0.10677835943508306}",30,4,9.94810215154248,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
2239,False,"{'a': 0.001, 'e': 0.10667163444703576}",20,1,-40.307348286064865,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
2240,False,"{'a': 0.001, 'e': 0.1065650161306318}",30,21,19.144287435513892,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2241,False,"{'a': 0.001, 'e': 0.1064585043792528}",30,21,13.690434717157569,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2242,False,"{'a': 0.001, 'e': 0.1063520990863871}",20,0,-10.06548133124657,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
2243,False,"{'a': 0.001, 'e': 0.10624580014562934}",20,0,19.032979915520876,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2244,False,"{'a': 0.001, 'e': 0.1061396074506806}",25,0,32.633432910757996,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2245,False,"{'a': 0.001, 'e': 0.1060335208953481}",25,6,22.48951171497833,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2246,False,"{'a': 0.001, 'e': 0.10592754037354536}",20,9,18.1578040783932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2247,False,"{'a': 0.001, 'e': 0.10582166577929185}",20,12,4.288644945170392,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2248,False,"{'a': 0.001, 'e': 0.10571589700671291}",30,0,24.144388112007448,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
2249,False,"{'a': 0.001, 'e': 0.10561023395003975}",30,13,21.95099499467013,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2250,False,"{'a': 0.001, 'e': 0.1055046765036094}",20,15,8.712561852174618,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2251,False,"{'a': 0.001, 'e': 0.10539922456186433}",30,16,23.35997025379771,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2252,False,"{'a': 0.001, 'e': 0.10529387801935262}",20,13,-9.815071853673546,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2253,False,"{'a': 0.001, 'e': 0.10518863677072765}",35,23,19.219297050196495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2254,False,"{'a': 0.001, 'e': 0.10508350071074826}",25,17,13.805830628869822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2255,False,"{'a': 0.001, 'e': 0.10497846973427834}",20,8,24.766880671153807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2256,False,"{'a': 0.001, 'e': 0.1048735437362869}",25,12,2.5002713368985954,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
2257,False,"{'a': 0.001, 'e': 0.10476872261184789}",25,18,12.192085144214087,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2258,False,"{'a': 0.001, 'e': 0.10466400625614027}",20,12,12.529950422000738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2259,False,"{'a': 0.001, 'e': 0.10455939456444763}",20,8,23.52913580310346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2260,False,"{'a': 0.001, 'e': 0.10445488743215826}",20,12,16.95095731248904,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2261,False,"{'a': 0.001, 'e': 0.104350484754765}",25,17,16.43211372668183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2262,False,"{'a': 0.001, 'e': 0.10424618642786522}",25,11,24.81180629132605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2263,False,"{'a': 0.001, 'e': 0.10414199234716055}",30,11,33.74282053613546,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2264,False,"{'a': 0.001, 'e': 0.10403790240845692}",30,19,10.275670751531548,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2265,False,"{'a': 0.001, 'e': 0.10393391650766431}",25,14,8.304653610888924,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2266,False,"{'a': 0.001, 'e': 0.10383003454079692}",20,2,13.805348617054419,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2267,False,"{'a': 0.001, 'e': 0.10372625640397273}",20,6,3.427260213312956,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2268,False,"{'a': 0.001, 'e': 0.10362258199341358}",30,14,25.40784006604256,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2269,False,"{'a': 0.001, 'e': 0.10351901120544502}",25,13,21.72041649017807,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2270,False,"{'a': 0.001, 'e': 0.10341554393649634}",25,15,18.53389601126033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2271,False,"{'a': 0.001, 'e': 0.1033121800831002}",20,3,13.961536525338186,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2272,False,"{'a': 0.001, 'e': 0.10320891954189276}",20,0,30.29771279907172,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2273,False,"{'a': 0.001, 'e': 0.10310576220961341}",20,16,3.5907646221295986,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2274,False,"{'a': 0.001, 'e': 0.10300270798310492}",20,6,25.863057244067157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2275,False,"{'a': 0.001, 'e': 0.102899756759313}",20,15,-2.6196947912647617,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
2276,False,"{'a': 0.001, 'e': 0.1027969084352864}",25,13,21.593351154127884,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2277,False,"{'a': 0.001, 'e': 0.10269416290817676}",25,9,6.590535939967724,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
2278,False,"{'a': 0.001, 'e': 0.10259152007523863}",20,6,20.863805391677772,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2279,False,"{'a': 0.001, 'e': 0.10248897983382912}",20,0,33.28384633468401,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2280,False,"{'a': 0.001, 'e': 0.102386542081408}",20,12,11.31965667278373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2281,False,"{'a': 0.001, 'e': 0.10228420671553744}",25,17,12.042233448599237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2282,False,"{'a': 0.001, 'e': 0.10218197363388216}",25,15,20.075990270160442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2283,False,"{'a': 0.001, 'e': 0.10207984273420903}",25,2,-38.123577205149715,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
2284,False,"{'a': 0.001, 'e': 0.10197781391438715}",20,11,15.01011514239165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2285,False,"{'a': 0.001, 'e': 0.10187588707238764}",30,16,25.398391605060286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2286,False,"{'a': 0.001, 'e': 0.10177406210628372}",20,3,27.07777996830202,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2287,False,"{'a': 0.001, 'e': 0.1016723389142504}",30,16,27.46650882444254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2288,False,"{'a': 0.001, 'e': 0.10157071739456447}",30,15,19.04380343280101,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2289,False,"{'a': 0.001, 'e': 0.10146919744560434}",25,14,9.544283974347673,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2290,False,"{'a': 0.001, 'e': 0.10136777896585017}",30,16,28.7293738071126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2291,False,"{'a': 0.001, 'e': 0.1012664618538834}",35,24,17.822555984331753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2292,False,"{'a': 0.001, 'e': 0.10116524600838693}",20,15,12.369415187732098,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2293,False,"{'a': 0.001, 'e': 0.10106413132814486}",25,11,19.954968123500656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2294,False,"{'a': 0.001, 'e': 0.10096311771204257}",20,6,-17.00734873239792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2295,False,"{'a': 0.001, 'e': 0.10086220505906641}",25,17,16.765816388987513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2296,False,"{'a': 0.001, 'e': 0.10076139326830373}",25,19,9.634114700461906,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2297,False,"{'a': 0.001, 'e': 0.10066068223894266}",25,20,8.720579395947432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2298,False,"{'a': 0.001, 'e': 0.10056007187027226}",20,9,20.33331211293239,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2299,False,"{'a': 0.001, 'e': 0.1004595620616821}",20,8,21.32603646006969,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2300,False,"{'a': 0.001, 'e': 0.1003591527126624}",25,3,-25.427255983703322,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
2301,False,"{'a': 0.001, 'e': 0.1002588437228037}",20,12,14.514562341132786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2302,False,"{'a': 0.001, 'e': 0.10015863499179714}",30,15,27.57268335808211,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2303,False,"{'a': 0.001, 'e': 0.10005852641943393}",30,8,8.432661743673833,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
2304,False,"{'a': 0.001, 'e': 0.09995851790560546}",20,14,12.96434476699555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2305,False,"{'a': 0.001, 'e': 0.09985860935030318}",25,16,7.951891699166168,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2306,False,"{'a': 0.001, 'e': 0.09975880065361863}",20,10,19.167325301411474,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2307,False,"{'a': 0.001, 'e': 0.09965909171574303}",20,8,17.64635328718546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2308,False,"{'a': 0.001, 'e': 0.09955948243696745}",25,7,2.4747972747818014,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2309,False,"{'a': 0.001, 'e': 0.09945997271768262}",30,14,21.831279025815533,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2310,False,"{'a': 0.001, 'e': 0.09936056245837875}",25,11,11.86284997197733,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2311,False,"{'a': 0.001, 'e': 0.09926125155964566}",25,13,19.483287679837947,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2312,False,"{'a': 0.001, 'e': 0.09916203992217239}",20,6,5.144264433915161,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2313,False,"{'a': 0.001, 'e': 0.09906292744674731}",25,13,20.337108169274146,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2314,False,"{'a': 0.001, 'e': 0.0989639140342579}",20,7,9.530013344682775,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2315,False,"{'a': 0.001, 'e': 0.09886499958569081}",25,9,26.202383784083654,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2316,False,"{'a': 0.001, 'e': 0.09876618400213154}",25,0,36.08721328476724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2317,False,"{'a': 0.001, 'e': 0.0986674671847645}",30,21,19.242699975856095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2318,False,"{'a': 0.001, 'e': 0.09856884903487283}",25,18,14.504362662048457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2319,False,"{'a': 0.001, 'e': 0.09847032945383845}",20,12,14.322163683408295,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2320,False,"{'a': 0.001, 'e': 0.09837190834314173}",30,18,22.25924896235033,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2321,False,"{'a': 0.001, 'e': 0.09827358560436154}",20,16,9.450027235866685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2322,False,"{'a': 0.001, 'e': 0.09817536113917512}",20,10,18.58729842947416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2323,False,"{'a': 0.001, 'e': 0.09807723484935806}",20,10,17.68735442951905,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2324,False,"{'a': 0.001, 'e': 0.09797920663678401}",20,16,4.987241742265246,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2325,False,"{'a': 0.001, 'e': 0.09788127640342477}",25,9,27.39338806401205,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2326,False,"{'a': 0.001, 'e': 0.09778344405135005}",25,17,15.577630665352363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2327,False,"{'a': 0.001, 'e': 0.09768570948272756}",20,5,21.46862734288978,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2328,False,"{'a': 0.001, 'e': 0.0975880725998227}",20,11,17.06569802024044,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2329,False,"{'a': 0.001, 'e': 0.09749053330499859}",25,14,13.749812261191614,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2330,False,"{'a': 0.001, 'e': 0.09739309150071584}",25,0,36.052988802420764,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2331,False,"{'a': 0.001, 'e': 0.09729574708953276}",20,14,12.08549457454664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2332,False,"{'a': 0.001, 'e': 0.09719849997410487}",25,14,17.331182180703145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2333,False,"{'a': 0.001, 'e': 0.09710135005718508}",20,6,10.882010161594504,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2334,False,"{'a': 0.001, 'e': 0.09700429724162336}",25,13,-26.259876278366903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2335,False,"{'a': 0.001, 'e': 0.09690734143036704}",20,10,17.724001878892278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2336,False,"{'a': 0.001, 'e': 0.09681048252646021}",20,5,1.121077964387454,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2337,False,"{'a': 0.001, 'e': 0.09671372043304398}",25,18,-9.276727669031946,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
2338,False,"{'a': 0.001, 'e': 0.09661705505335619}",25,14,15.081414254993604,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2339,False,"{'a': 0.001, 'e': 0.09652048629073155}",35,20,26.721205949796257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2340,False,"{'a': 0.001, 'e': 0.09642401404860125}",25,7,31.04036149396636,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2341,False,"{'a': 0.001, 'e': 0.09632763823049303}",25,11,27.735391137084214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2342,False,"{'a': 0.001, 'e': 0.09623135874003103}",20,9,18.31452094104412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2343,False,"{'a': 0.001, 'e': 0.09613517548093582}",20,0,32.552546667658696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2344,False,"{'a': 0.001, 'e': 0.09603908835702411}",25,5,19.678591093238317,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2345,False,"{'a': 0.001, 'e': 0.09594309727220877}",25,12,15.220968143514416,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2346,False,"{'a': 0.001, 'e': 0.09584720213049865}",20,7,7.969044611007874,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2347,False,"{'a': 0.001, 'e': 0.09575140283599869}",25,0,31.58600804116519,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2348,False,"{'a': 0.001, 'e': 0.09565569929290954}",25,15,17.32409806462757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2349,False,"{'a': 0.001, 'e': 0.09556009140552765}",35,17,30.835918302424144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2350,False,"{'a': 0.001, 'e': 0.0954645790782451}",35,21,21.752727342316767,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2351,False,"{'a': 0.001, 'e': 0.09536916221554961}",25,14,18.262529792482102,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2352,False,"{'a': 0.001, 'e': 0.09527384072202429}",25,13,18.917592323842957,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2353,False,"{'a': 0.001, 'e': 0.09517861450234763}",25,15,16.696364389307746,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2354,False,"{'a': 0.001, 'e': 0.09508348346129337}",20,12,13.792034966840733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2355,False,"{'a': 0.001, 'e': 0.09498844750373053}",30,12,30.856047045155936,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2356,False,"{'a': 0.001, 'e': 0.09489350653462311}",20,5,24.125789843089585,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2357,False,"{'a': 0.001, 'e': 0.09479866045903014}",20,8,22.233468215319075,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2358,False,"{'a': 0.001, 'e': 0.09470390918210547}",25,16,15.281763150237467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2359,False,"{'a': 0.001, 'e': 0.09460925260909793}",30,22,18.565350634928496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2360,False,"{'a': 0.001, 'e': 0.09451469064535088}",30,15,23.455823372593684,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2361,False,"{'a': 0.001, 'e': 0.09442022319630235}",25,17,15.291206469885523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2362,False,"{'a': 0.001, 'e': 0.09432585016748485}",25,18,11.372733512959892,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2363,False,"{'a': 0.001, 'e': 0.0942315714645254}",20,10,18.94617235453484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2364,False,"{'a': 0.001, 'e': 0.09413738699314529}",25,9,24.13438228848313,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2365,False,"{'a': 0.001, 'e': 0.09404329665916}",20,0,23.460851363761854,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2366,False,"{'a': 0.001, 'e': 0.09394930036847918}",20,12,-27.429391843423446,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2367,False,"{'a': 0.001, 'e': 0.09385539802710659}",20,11,15.041136834284453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2368,False,"{'a': 0.001, 'e': 0.09376158954113986}",30,16,25.35767515921093,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
