trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
627,False,"{'a': 0.001, 'e': 0.5347264346319975}",35,8,-86.38602412077427,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 1}",1
628,False,"{'a': 0.001, 'e': 0.5341919754714841}",20,0,-109.27711824119154,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
629,False,"{'a': 0.001, 'e': 0.5336580505029906}",20,14,11.10121561105369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.001, 'e': 0.5331246591925921}",25,12,-20.556511147947088,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
631,False,"{'a': 0.001, 'e': 0.5325918010068972}",25,14,15.663524908377312,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.001, 'e': 0.5320594754130477}",20,2,-13.277762063249543,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
633,False,"{'a': 0.001, 'e': 0.5315276818787179}",25,11,-25.29617318733997,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
634,False,"{'a': 0.001, 'e': 0.5309964198721143}",25,0,-51.02398112480168,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",1
635,False,"{'a': 0.001, 'e': 0.5304656888619749}",20,4,-21.20365796102151,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.001, 'e': 0.5299354883175685}",30,16,-43.688035643874116,"{0: 9, 1: 4, 2: 0, 3: 0, 4: 1}",1
637,False,"{'a': 0.001, 'e': 0.5294058177086945}",25,20,9.958342166167487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.001, 'e': 0.5288766765056825}",30,0,-154.4223824398437,"{0: 20, 1: 3, 2: 2, 3: 3, 4: 2}",0
639,False,"{'a': 0.001, 'e': 0.528348064179391}",35,14,-42.05894462564524,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
640,False,"{'a': 0.001, 'e': 0.5278199802012077}",20,0,-55.628296540351656,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
641,False,"{'a': 0.001, 'e': 0.5272924240430485}",20,0,-70.07803486889325,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
642,False,"{'a': 0.001, 'e': 0.5267653951773574}",25,0,3.484565681353469,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
643,False,"{'a': 0.001, 'e': 0.5262388930771054}",20,2,0.8705773930067575,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
644,False,"{'a': 0.001, 'e': 0.5257129172157903}",25,6,-101.49452191024787,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
645,False,"{'a': 0.001, 'e': 0.5251874670674361}",20,0,-88.93673892032513,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
646,False,"{'a': 0.001, 'e': 0.5246625421065929}",25,13,-1.9726234177834163,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.001, 'e': 0.5241381418083354}",20,16,8.603469620485228,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.001, 'e': 0.5236142656482635}",25,7,-51.71936317981855,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
649,False,"{'a': 0.001, 'e': 0.5230909131025008}",30,3,-76.97351793300884,"{0: 19, 1: 2, 2: 3, 3: 3, 4: 0}",1
650,False,"{'a': 0.001, 'e': 0.5225680836476948}",30,9,-93.23474642919477,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 2}",1
651,False,"{'a': 0.001, 'e': 0.522045776761016}",20,13,15.06836055361353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.001, 'e': 0.5215239919201575}",20,0,-47.37996071728468,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
653,False,"{'a': 0.001, 'e': 0.5210027286033344}",25,14,-38.10377474294633,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
654,False,"{'a': 0.001, 'e': 0.5204819862892832}",20,9,5.7522229117268955,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.001, 'e': 0.5199617644572618}",25,8,-2.8493764601948244,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
656,False,"{'a': 0.001, 'e': 0.5194420625870482}",20,7,-22.581624602258405,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
657,False,"{'a': 0.001, 'e': 0.5189228801589404}",20,11,-11.32642211010716,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
658,False,"{'a': 0.001, 'e': 0.5184042166537559}",25,9,-70.98935452903851,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
659,False,"{'a': 0.001, 'e': 0.5178860715528314}",30,8,-38.44831560894401,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
660,False,"{'a': 0.001, 'e': 0.5173684443380216}",25,0,-9.780336177488492,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
661,False,"{'a': 0.001, 'e': 0.5168513344916992}",25,14,-11.57328503520102,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
662,False,"{'a': 0.001, 'e': 0.5163347414967544}",25,0,-21.844362107480684,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
663,False,"{'a': 0.001, 'e': 0.5158186648365941}",20,0,-76.79495803329364,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 2}",0
664,False,"{'a': 0.001, 'e': 0.5153031039951417}",25,13,0.3456264373199751,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.001, 'e': 0.5147880584568362}",30,23,-4.387410970906943,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.001, 'e': 0.5142735277066319}",20,3,-62.909647506492774,"{0: 11, 1: 4, 2: 0, 3: 1, 4: 1}",1
667,False,"{'a': 0.001, 'e': 0.5137595112299983}",25,0,-69.05098523003656,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
668,False,"{'a': 0.001, 'e': 0.5132460085129188}",20,5,11.275132236196145,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.001, 'e': 0.5127330190418905}",25,8,-8.207578864964013,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
670,False,"{'a': 0.001, 'e': 0.512220542303924}",20,0,-27.13539387517575,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
671,False,"{'a': 0.001, 'e': 0.5117085777865424}",20,0,-40.179126410216696,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
672,False,"{'a': 0.001, 'e': 0.5111971249777814}",20,8,-15.67904691442785,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
673,False,"{'a': 0.001, 'e': 0.5106861833661879}",25,1,-60.7271303387686,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 0}",1
674,False,"{'a': 0.001, 'e': 0.5101757524408203}",30,17,1.6081003581815314,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.001, 'e': 0.5096658316912476}",30,16,0.2954463260508007,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.001, 'e': 0.5091564206075492}",20,0,9.614339399605335,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
677,False,"{'a': 0.001, 'e': 0.5086475186803137}",20,13,6.85546963030161,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.001, 'e': 0.5081391254006393}",25,0,-70.63747363681533,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
679,False,"{'a': 0.001, 'e': 0.5076312402601327}",25,5,-51.6154193594311,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
680,False,"{'a': 0.001, 'e': 0.5071238627509086}",20,0,-47.275385630642354,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
681,False,"{'a': 0.001, 'e': 0.5066169923655895}",35,0,-32.12321835288478,"{0: 29, 1: 5, 2: 0, 3: 0, 4: 1}",0
682,False,"{'a': 0.001, 'e': 0.5061106285973052}",20,6,-42.92988440978774,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
683,False,"{'a': 0.001, 'e': 0.5056047709396915}",25,6,-51.25810041065078,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
684,False,"{'a': 0.001, 'e': 0.5050994188868908}",30,9,7.1328369483677525,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
685,False,"{'a': 0.001, 'e': 0.5045945719335512}",25,0,14.01379283288374,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
686,False,"{'a': 0.001, 'e': 0.5040902295748255}",20,7,-15.632381260013652,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
687,False,"{'a': 0.001, 'e': 0.5035863913063714}",20,7,-23.74394271611552,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
688,False,"{'a': 0.001, 'e': 0.5030830566243506}",30,7,26.12047081406567,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.001, 'e': 0.5025802250254283}",30,16,13.654843184736935,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.001, 'e': 0.502077896006773}",35,0,-70.42990415903442,"{0: 26, 1: 2, 2: 6, 3: 0, 4: 1}",0
691,False,"{'a': 0.001, 'e': 0.5015760690660555}",20,9,0.19715999875699453,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.001, 'e': 0.5010747437014489}",30,13,11.246372162651662,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.001, 'e': 0.5005739194116277}",25,12,4.51091087233069,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.001, 'e': 0.5000735956957676}",20,0,-53.55379868089953,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
695,False,"{'a': 0.001, 'e': 0.4995737720535449}",30,19,-29.568919347111454,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.001, 'e': 0.49907444798513595}",25,17,-5.78912739774095,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.001, 'e': 0.4985756229912165}",25,18,5.342526290336816,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.001, 'e': 0.4980772965729616}",25,11,-41.302935086516875,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
699,False,"{'a': 0.001, 'e': 0.4975794682320448}",20,10,2.973893449263874,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.001, 'e': 0.4970821374706377}",25,20,11.214040863516491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.001, 'e': 0.49658530379140947}",20,0,-6.721652519880838,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
702,False,"{'a': 0.001, 'e': 0.49608896669752645}",20,1,-148.2575502006845,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 3}",1
703,False,"{'a': 0.001, 'e': 0.4955931256926514}",30,22,10.059484839491533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.001, 'e': 0.4950977802809434}",20,0,17.81656337737858,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
705,False,"{'a': 0.001, 'e': 0.494602929967057}",20,0,-12.25140576058201,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
706,False,"{'a': 0.001, 'e': 0.4941085742561417}",30,10,-66.52458980495017,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
707,False,"{'a': 0.001, 'e': 0.4936147126538418}",30,0,-19.26602719481868,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
708,False,"{'a': 0.001, 'e': 0.49312134466629576}",35,10,-12.833441669379567,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.001, 'e': 0.49262846980013547}",25,2,15.886956552247039,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.001, 'e': 0.492136087562486}",25,13,-13.54023740724905,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
711,False,"{'a': 0.001, 'e': 0.4916441974609651}",30,0,-60.0970518537822,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
712,False,"{'a': 0.001, 'e': 0.49115279900368264}",20,10,-13.570655916418335,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
713,False,"{'a': 0.001, 'e': 0.4906618916992401}",30,3,-56.78304980388402,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 2}",1
714,False,"{'a': 0.001, 'e': 0.4901714750567302}",20,11,10.673029284490323,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.001, 'e': 0.4896815485857362}",25,0,-24.1941005369372,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
716,False,"{'a': 0.001, 'e': 0.48919211179633154}",25,13,0.29336255833488556,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.001, 'e': 0.4887031641990795}",25,6,3.0245589927490824,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
718,False,"{'a': 0.001, 'e': 0.4882147053050323}",25,5,-47.87814069835811,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
719,False,"{'a': 0.001, 'e': 0.4877267346257312}",20,1,-7.594805309587986,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
720,False,"{'a': 0.001, 'e': 0.48723925167320525}",20,0,-53.64876390554908,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
721,False,"{'a': 0.001, 'e': 0.4867522559599717}",20,9,20.67292731631798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.001, 'e': 0.4862657469990346}",30,0,18.893226493984166,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
723,False,"{'a': 0.001, 'e': 0.485779724303885}",20,0,-29.071612135203157,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
724,False,"{'a': 0.001, 'e': 0.4852941873885002}",35,0,-114.70525665113006,"{0: 29, 1: 1, 2: 1, 3: 1, 4: 3}",0
725,False,"{'a': 0.001, 'e': 0.48480913576734325}",20,0,-28.13026652023834,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
726,False,"{'a': 0.001, 'e': 0.48432456895536247}",20,11,1.6498377256782724,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.001, 'e': 0.483840486467991}",20,8,-7.319503036478184,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
728,False,"{'a': 0.001, 'e': 0.48335688782114633}",30,0,-93.63002747858229,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
729,False,"{'a': 0.001, 'e': 0.48287377253122976}",20,12,-26.75576529182169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
730,False,"{'a': 0.001, 'e': 0.4823911401151259}",25,0,-36.62109787963761,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
731,False,"{'a': 0.001, 'e': 0.48190899009020244}",25,0,-15.721592283900465,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
732,False,"{'a': 0.001, 'e': 0.4814273219743092}",20,6,-86.10705235382345,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 1}",1
733,False,"{'a': 0.001, 'e': 0.480946135285778}",30,0,-39.66187231907552,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
734,False,"{'a': 0.001, 'e': 0.48046542954342225}",20,2,-52.89935826159568,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 0}",1
735,False,"{'a': 0.001, 'e': 0.479985204266536}",25,17,15.477870947442302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.001, 'e': 0.4795054589748941}",20,6,-49.84437035608308,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
737,False,"{'a': 0.001, 'e': 0.4790261931887511}",20,8,-21.062177431822352,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
738,False,"{'a': 0.001, 'e': 0.4785474064288412}",25,0,-17.472344197728518,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
739,False,"{'a': 0.001, 'e': 0.4780690982163776}",20,1,27.820189469901138,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.001, 'e': 0.4775912680730521}",30,0,-60.141736384672114,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
741,False,"{'a': 0.001, 'e': 0.4771139155210344}",20,0,-28.204447152030784,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
742,False,"{'a': 0.001, 'e': 0.47663704008297203}",25,13,-17.962437060020015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
743,False,"{'a': 0.001, 'e': 0.4761606412819894}",30,23,0.3420163928060935,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
744,False,"{'a': 0.001, 'e': 0.4756847186416878}",25,13,-13.801547045237923,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
745,False,"{'a': 0.001, 'e': 0.47520927168614446}",25,0,-33.46895851317397,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
746,False,"{'a': 0.001, 'e': 0.4747342999399124}",25,12,-10.93670707502699,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
747,False,"{'a': 0.001, 'e': 0.4742598029280199}",20,16,6.829602062836981,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.001, 'e': 0.4737857801759698}",20,0,-93.5147454746579,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 2}",0
749,False,"{'a': 0.001, 'e': 0.4733122312097393}",25,6,-23.339661485657164,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
750,False,"{'a': 0.001, 'e': 0.47283915555577954}",25,9,-23.48812975488939,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
751,False,"{'a': 0.001, 'e': 0.4723665527410147}",20,0,-23.178321079249205,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
752,False,"{'a': 0.001, 'e': 0.471894422292842}",25,0,-44.32822199522784,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
753,False,"{'a': 0.001, 'e': 0.4714227637391309}",20,0,-4.421993625584652,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
754,False,"{'a': 0.001, 'e': 0.4709515766082228}",25,13,-3.874598941733212,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
755,False,"{'a': 0.001, 'e': 0.47048086042893056}",20,4,-5.479010270285368,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
756,False,"{'a': 0.001, 'e': 0.47001061473053796}",30,22,-5.81017647447163,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.001, 'e': 0.46954083904279925}",25,5,8.666648706924919,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.001, 'e': 0.4690715328959387}",25,14,-33.04711894080948,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
759,False,"{'a': 0.001, 'e': 0.46860269582065023}",20,6,-8.090668562378202,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
760,False,"{'a': 0.001, 'e': 0.4681343273480965}",20,0,-107.09041284188163,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
761,False,"{'a': 0.001, 'e': 0.46766642700990924}",30,0,6.860463607362895,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
762,False,"{'a': 0.001, 'e': 0.4671989943381879}",25,19,13.448163378728033,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.001, 'e': 0.46673202886549986}",25,19,-8.378229970983117,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
764,False,"{'a': 0.001, 'e': 0.46626553012487953}",25,7,-25.845497013143717,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
765,False,"{'a': 0.001, 'e': 0.46579949764982825}",20,14,3.460816737769751,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.001, 'e': 0.4653339309743134}",25,7,-15.962534416958011,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
767,False,"{'a': 0.001, 'e': 0.46486882963276827}",35,15,-8.89073984321935,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
768,False,"{'a': 0.001, 'e': 0.46440419316009157}",30,7,-78.87979965715532,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 2}",1
769,False,"{'a': 0.001, 'e': 0.4639400210916467}",20,11,16.026113802433876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.001, 'e': 0.4634763129632616}",20,8,-25.233677891666485,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
771,False,"{'a': 0.001, 'e': 0.46301306831122807}",30,9,6.097732751021953,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
772,False,"{'a': 0.001, 'e': 0.4625502866723014}",20,15,-0.7789314290155638,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
773,False,"{'a': 0.001, 'e': 0.4620879675837}",25,0,-103.38887380850824,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
774,False,"{'a': 0.001, 'e': 0.4616261105831047}",20,0,-31.42049071817754,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
775,False,"{'a': 0.001, 'e': 0.4611647152086584}",25,0,-66.19756933347071,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
776,False,"{'a': 0.001, 'e': 0.4607037809989658}",20,8,6.356127409113603,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.001, 'e': 0.46024330749309256}",25,3,-18.76557257206579,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 0}",1
778,False,"{'a': 0.001, 'e': 0.4597832942305652}",25,1,-51.188443814767524,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
779,False,"{'a': 0.001, 'e': 0.45932374075137034}",25,11,3.1971131393841103,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
780,False,"{'a': 0.001, 'e': 0.4588646465959545}",20,13,-0.8522226560682784,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
781,False,"{'a': 0.001, 'e': 0.4584060113052235}",20,0,-61.76148313738528,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
782,False,"{'a': 0.001, 'e': 0.45794783442054204}",25,10,-1.691609514049977,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
783,False,"{'a': 0.001, 'e': 0.45749011548373314}",20,0,-51.567635677752676,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
784,False,"{'a': 0.001, 'e': 0.4570328540370779}",20,0,0.316110340666117,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
785,False,"{'a': 0.001, 'e': 0.4565760496233147}",25,1,-81.01603783034466,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 2}",1
786,False,"{'a': 0.001, 'e': 0.4561197017856392}",20,14,11.461069835167114,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.001, 'e': 0.4556638100677035}",30,12,-55.22620066967598,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
788,False,"{'a': 0.001, 'e': 0.45520837401361586}",25,17,-25.282616510967866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
789,False,"{'a': 0.001, 'e': 0.45475339316794017}",20,0,-41.094649134634025,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
790,False,"{'a': 0.001, 'e': 0.4542988670756955}",25,0,-40.85967176322055,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
791,False,"{'a': 0.001, 'e': 0.45384479528235583}",20,9,16.61800404834595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.001, 'e': 0.4533911773338492}",20,12,5.019475164509961,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.001, 'e': 0.4529380127765577}",20,16,9.469390499806863,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.001, 'e': 0.4524853011573167}",25,16,-10.70042023143305,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
795,False,"{'a': 0.001, 'e': 0.45203304202341466}",20,12,14.580935388373812,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.001, 'e': 0.4515812349225922}",25,18,8.117344662164973,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.001, 'e': 0.45112987940304233}",20,6,-32.47418814428417,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
798,False,"{'a': 0.001, 'e': 0.4506789750134095}",20,0,-21.717211384911824,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
799,False,"{'a': 0.001, 'e': 0.45022852130278923}",20,10,9.400788060489166,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.001, 'e': 0.44977851782072775}",25,0,-11.332510292620613,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
801,False,"{'a': 0.001, 'e': 0.44932896411722156}",20,15,-0.7195465923508158,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.001, 'e': 0.448879859742717}",20,0,-35.03881931894783,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
803,False,"{'a': 0.001, 'e': 0.4484312042481095}",20,10,-7.461317225726177,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
804,False,"{'a': 0.001, 'e': 0.44798299718474366}",25,8,-37.63275333303589,"{0: 14, 1: 0, 2: 0, 3: 3, 4: 0}",1
805,False,"{'a': 0.001, 'e': 0.44753523810441237}",25,19,12.680830950526047,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.001, 'e': 0.4470879265593564}",25,6,5.465825240995413,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
807,False,"{'a': 0.001, 'e': 0.44664106210226434}",20,0,-6.694043548753976,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
808,False,"{'a': 0.001, 'e': 0.44619464428627154}",20,0,-31.835620595824324,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
809,False,"{'a': 0.001, 'e': 0.4457486726649602}",20,7,-68.90286277896008,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
810,False,"{'a': 0.001, 'e': 0.4453031467923587}",30,1,-32.2120226931329,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 1}",1
